#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  78500      2.26e-02    2.13e-02      4.65e-04    3.42e-04      1.84e-02    1.75e-02    4.6e-07
  78600      1.88e-02    2.06e-02      4.85e-04    2.36e-04      1.52e-02    1.70e-02    4.6e-07
  78700      1.95e-02    1.43e-02      3.42e-04    5.18e-04      1.59e-02    1.13e-02    4.6e-07
  78800      1.87e-02    1.93e-02      2.26e-04    1.08e-04      1.54e-02    1.60e-02    4.6e-07
  78900      1.98e-02    9.72e-03      1.87e-04    7.44e-05      1.63e-02    8.04e-03    4.6e-07
  79000      1.89e-02    2.16e-02      3.13e-04    1.42e-04      1.55e-02    1.79e-02    4.6e-07
  79100      1.76e-02    1.18e-02      2.19e-04    2.30e-04      1.45e-02    9.63e-03    4.6e-07
  79200      1.79e-02    1.96e-02      2.75e-04    5.72e-05      1.47e-02    1.62e-02    4.6e-07
  79300      1.98e-02    1.99e-02      5.42e-05    6.74e-04      1.64e-02    1.59e-02    4.6e-07
  79400      1.93e-02    2.55e-02      2.49e-04    1.23e-04      1.59e-02    2.12e-02    4.6e-07
  79500      1.91e-02    1.73e-02      1.50e-04    4.79e-05      1.57e-02    1.43e-02    4.6e-07
  79600      2.26e-02    1.93e-02      3.75e-04    5.95e-04      1.85e-02    1.55e-02    4.6e-07
  79700      1.98e-02    2.07e-02      1.88e-04    3.45e-04      1.63e-02    1.70e-02    4.6e-07
  79800      2.10e-02    1.88e-02      2.70e-04    2.77e-04      1.73e-02    1.54e-02    4.6e-07
  79900      2.01e-02    1.91e-02      6.40e-04    4.12e-04      1.61e-02    1.56e-02    4.6e-07
  80000      1.81e-02    1.50e-02      2.31e-04    8.12e-05      1.60e-02    1.33e-02    2.7e-07
  80100      1.95e-02    2.02e-02      4.16e-04    9.04e-05      1.70e-02    1.79e-02    2.7e-07
  80200      1.98e-02    2.10e-02      1.29e-04    3.43e-04      1.75e-02    1.85e-02    2.7e-07
  80300      1.91e-02    1.90e-02      2.49e-04    1.23e-04      1.69e-02    1.68e-02    2.7e-07
  80400      1.79e-02    1.70e-02      1.98e-04    2.28e-05      1.57e-02    1.50e-02    2.7e-07
  80500      1.91e-02    1.34e-02      4.15e-04    8.92e-05      1.66e-02    1.18e-02    2.7e-07
  80600      1.83e-02    1.70e-02      3.49e-04    7.66e-05      1.59e-02    1.50e-02    2.7e-07
  80700      1.66e-02    1.51e-02      1.25e-04    2.43e-05      1.47e-02    1.34e-02    2.7e-07
  80800      2.07e-02    1.79e-02      2.20e-04    4.90e-04      1.82e-02    1.55e-02    2.7e-07
  80900      1.83e-02    2.55e-02      1.32e-04    6.93e-04      1.62e-02    2.21e-02    2.7e-07
  81000      1.77e-02    1.65e-02      1.62e-04    2.09e-04      1.56e-02    1.46e-02    2.7e-07
  81100      1.66e-02    1.59e-02      1.92e-04    1.43e-04      1.46e-02    1.41e-02    2.7e-07
  81200      1.71e-02    2.42e-02      4.44e-04    7.71e-05      1.48e-02    2.15e-02    2.7e-07
  81300      1.69e-02    1.36e-02      1.69e-04    9.86e-05      1.49e-02    1.20e-02    2.7e-07
  81400      1.73e-02    1.90e-02      3.64e-04    8.26e-04      1.51e-02    1.58e-02    2.7e-07
  81500      1.68e-02    1.69e-02      2.21e-04    9.27e-05      1.47e-02    1.50e-02    2.7e-07
  81600      1.64e-02    1.96e-02      3.47e-04    2.52e-04      1.43e-02    1.73e-02    2.7e-07
  81700      1.76e-02    1.68e-02      1.27e-04    2.21e-04      1.56e-02    1.49e-02    2.7e-07
  81800      1.69e-02    3.52e-02      3.02e-04    7.16e-04      1.48e-02    3.08e-02    2.7e-07
  81900      1.86e-02    1.68e-02      3.68e-04    1.93e-04      1.62e-02    1.49e-02    2.7e-07
  82000      2.01e-02    1.71e-02      3.53e-04    3.41e-04      1.76e-02    1.50e-02    2.7e-07
  82100      1.70e-02    1.37e-02      9.43e-05    2.07e-04      1.51e-02    1.20e-02    2.7e-07
  82200      1.71e-02    1.61e-02      3.40e-04    2.88e-04      1.49e-02    1.41e-02    2.7e-07
  82300      2.02e-02    1.32e-02      3.07e-04    7.44e-05      1.77e-02    1.16e-02    2.7e-07
  82400      1.79e-02    1.76e-02      2.72e-04    3.81e-04      1.57e-02    1.53e-02    2.7e-07
  82500      1.80e-02    1.67e-02      2.39e-04    8.71e-05      1.58e-02    1.48e-02    2.7e-07
  82600      1.74e-02    1.96e-02      9.48e-05    1.60e-04      1.54e-02    1.73e-02    2.7e-07
  82700      1.70e-02    2.11e-02      1.03e-04    7.32e-06      1.51e-02    1.87e-02    2.7e-07
  82800      1.63e-02    1.91e-02      1.28e-04    2.66e-04      1.44e-02    1.68e-02    2.7e-07
  82900      1.74e-02    1.70e-02      2.21e-04    3.02e-04      1.53e-02    1.49e-02    2.7e-07
  83000      1.85e-02    1.97e-02      1.93e-04    4.57e-04      1.63e-02    1.72e-02    2.7e-07
  83100      1.83e-02    1.63e-02      2.92e-04    1.83e-04      1.60e-02    1.44e-02    2.7e-07
  83200      1.84e-02    2.11e-02      2.83e-04    6.25e-05      1.61e-02    1.87e-02    2.7e-07
  83300      1.79e-02    1.63e-02      9.84e-05    5.39e-05      1.58e-02    1.44e-02    2.7e-07
  83400      1.93e-02    1.31e-02      1.45e-04    2.81e-05      1.70e-02    1.16e-02    2.7e-07
  83500      1.62e-02    1.52e-02      1.16e-04    1.26e-04      1.44e-02    1.34e-02    2.7e-07
  83600      1.74e-02    1.79e-02      2.13e-04    4.11e-04      1.53e-02    1.56e-02    2.7e-07
  83700      1.81e-02    1.97e-02      2.89e-04    1.39e-04      1.59e-02    1.75e-02    2.7e-07
  83800      1.72e-02    1.90e-02      3.39e-04    4.61e-04      1.50e-02    1.65e-02    2.7e-07
  83900      2.04e-02    1.53e-02      1.56e-04    9.89e-06      1.81e-02    1.35e-02    2.7e-07
  84000      1.60e-02    1.33e-02      2.55e-04    4.14e-04      1.40e-02    1.14e-02    2.7e-07
  84100      1.62e-02    1.96e-02      1.57e-04    3.62e-06      1.43e-02    1.74e-02    2.7e-07
  84200      1.85e-02    1.91e-02      3.93e-04    2.69e-04      1.62e-02    1.68e-02    2.7e-07
  84300      1.73e-02    1.83e-02      1.52e-04    1.65e-04      1.53e-02    1.62e-02    2.7e-07
  84400      1.71e-02    1.88e-02      1.71e-04    4.98e-04      1.51e-02    1.63e-02    2.7e-07
  84500      1.93e-02    2.40e-02      2.80e-04    4.51e-04      1.69e-02    2.11e-02    2.7e-07
  84600      1.66e-02    1.51e-02      2.09e-04    5.24e-05      1.46e-02    1.34e-02    2.7e-07
  84700      1.79e-02    9.70e-03      1.69e-04    3.20e-05      1.58e-02    8.60e-03    2.7e-07
  84800      1.90e-02    1.80e-02      1.01e-04    2.67e-04      1.69e-02    1.59e-02    2.7e-07
  84900      1.74e-02    1.38e-02      1.12e-04    1.66e-04      1.54e-02    1.22e-02    2.7e-07
  85000      1.66e-02    1.46e-02      1.52e-04    8.18e-05      1.53e-02    1.36e-02    1.6e-07
  85100      1.65e-02    1.57e-02      2.67e-04    1.67e-04      1.52e-02    1.45e-02    1.6e-07
  85200      1.65e-02    1.18e-02      1.15e-04    2.93e-04      1.53e-02    1.07e-02    1.6e-07
  85300      1.67e-02    1.61e-02      2.52e-04    8.78e-05      1.53e-02    1.49e-02    1.6e-07
  85400      1.80e-02    1.85e-02      4.52e-04    1.14e-04      1.62e-02    1.71e-02    1.6e-07
  85500      1.94e-02    2.00e-02      2.67e-04    3.03e-05      1.77e-02    1.85e-02    1.6e-07
  85600      1.68e-02    1.46e-02      2.84e-04    3.72e-04      1.54e-02    1.32e-02    1.6e-07
  85700      1.72e-02    1.64e-02      9.55e-05    1.39e-04      1.60e-02    1.52e-02    1.6e-07
  85800      1.74e-02    1.42e-02      2.09e-04    8.80e-05      1.60e-02    1.32e-02    1.6e-07
  85900      1.72e-02    1.24e-02      3.67e-04    1.01e-04      1.56e-02    1.15e-02    1.6e-07
  86000      1.71e-02    1.65e-02      1.05e-04    3.80e-04      1.58e-02    1.51e-02    1.6e-07
  86100      1.72e-02    1.89e-02      1.70e-04    3.29e-04      1.59e-02    1.74e-02    1.6e-07
  86200      1.83e-02    1.65e-02      2.86e-04    4.01e-05      1.68e-02    1.53e-02    1.6e-07
  86300      1.68e-02    1.80e-02      2.37e-04    4.92e-04      1.55e-02    1.63e-02    1.6e-07
  86400      1.82e-02    1.81e-02      1.81e-04    1.76e-04      1.68e-02    1.67e-02    1.6e-07
  86500      1.78e-02    1.40e-02      2.46e-04    7.82e-05      1.63e-02    1.30e-02    1.6e-07
  86600      1.88e-02    1.68e-02      2.23e-04    5.38e-04      1.73e-02    1.50e-02    1.6e-07
  86700      1.69e-02    1.77e-02      3.05e-04    4.60e-04      1.55e-02    1.61e-02    1.6e-07
  86800      1.83e-02    2.12e-02      1.16e-04    1.64e-04      1.70e-02    1.97e-02    1.6e-07
  86900      1.56e-02    1.76e-02      1.57e-04    1.16e-04      1.44e-02    1.63e-02    1.6e-07
  87000      1.84e-02    1.86e-02      4.36e-04    1.10e-04      1.66e-02    1.72e-02    1.6e-07
  87100      1.89e-02    1.76e-02      1.91e-04    3.27e-04      1.75e-02    1.61e-02    1.6e-07
  87200      1.83e-02    2.00e-02      1.90e-04    3.99e-04      1.68e-02    1.83e-02    1.6e-07
  87300      1.75e-02    1.66e-02      7.46e-05    2.40e-05      1.62e-02    1.54e-02    1.6e-07
  87400      1.66e-02    2.26e-02      1.57e-04    7.03e-05      1.53e-02    2.10e-02    1.6e-07
  87500      1.73e-02    1.75e-02      3.48e-04    7.37e-04      1.58e-02    1.52e-02    1.6e-07
  87600      1.73e-02    1.39e-02      9.53e-05    4.28e-04      1.60e-02    1.25e-02    1.6e-07
  87700      1.54e-02    1.95e-02      9.58e-05    1.38e-05      1.43e-02    1.81e-02    1.6e-07
  87800      1.64e-02    1.72e-02      3.45e-04    1.71e-04      1.50e-02    1.59e-02    1.6e-07
  87900      1.73e-02    1.69e-02      3.29e-04    6.03e-05      1.58e-02    1.57e-02    1.6e-07
  88000      1.61e-02    1.53e-02      2.72e-05    2.19e-04      1.49e-02    1.41e-02    1.6e-07
  88100      1.74e-02    1.69e-02      3.04e-04    1.05e-04      1.59e-02    1.57e-02    1.6e-07
  88200      1.65e-02    1.30e-02      9.73e-05    5.70e-05      1.53e-02    1.21e-02    1.6e-07
  88300      1.59e-02    1.77e-02      3.18e-04    4.96e-05      1.45e-02    1.64e-02    1.6e-07
  88400      1.71e-02    2.25e-02      1.68e-04    2.09e-04      1.58e-02    2.08e-02    1.6e-07
  88500      1.72e-02    1.52e-02      1.83e-04    2.09e-04      1.59e-02    1.40e-02    1.6e-07
  88600      1.84e-02    1.61e-02      2.92e-04    2.12e-04      1.68e-02    1.48e-02    1.6e-07
  88700      1.64e-02    1.67e-02      2.26e-04    2.68e-04      1.51e-02    1.53e-02    1.6e-07
  88800      1.91e-02    1.55e-02      2.98e-04    7.88e-05      1.75e-02    1.43e-02    1.6e-07
  88900      1.75e-02    1.51e-02      2.22e-04    3.44e-05      1.61e-02    1.40e-02    1.6e-07
  89000      1.66e-02    1.69e-02      2.92e-04    1.89e-04      1.51e-02    1.56e-02    1.6e-07
  89100      1.76e-02    1.41e-02      2.21e-04    4.78e-05      1.62e-02    1.30e-02    1.6e-07
  89200      1.58e-02    1.62e-02      1.33e-04    2.46e-04      1.46e-02    1.49e-02    1.6e-07
  89300      1.76e-02    1.79e-02      1.67e-04    2.02e-05      1.63e-02    1.66e-02    1.6e-07
  89400      1.53e-02    1.83e-02      2.43e-04    5.00e-04      1.40e-02    1.65e-02    1.6e-07
  89500      1.54e-02    1.28e-02      1.81e-04    5.71e-06      1.42e-02    1.18e-02    1.6e-07
  89600      1.73e-02    1.84e-02      1.14e-04    3.73e-04      1.60e-02    1.68e-02    1.6e-07
  89700      1.60e-02    1.92e-02      1.55e-04    3.95e-04      1.48e-02    1.76e-02    1.6e-07
  89800      1.79e-02    1.71e-02      9.51e-05    4.48e-04      1.66e-02    1.55e-02    1.6e-07
  89900      1.71e-02    1.63e-02      1.45e-04    3.14e-05      1.59e-02    1.51e-02    1.6e-07
  90000      1.81e-02    1.58e-02      2.91e-04    9.30e-05      1.71e-02    1.50e-02    9.8e-08
  90100      1.79e-02    1.58e-02      2.26e-04    5.45e-05      1.69e-02    1.51e-02    9.8e-08
  90200      1.81e-02    1.37e-02      3.36e-04    7.87e-05      1.70e-02    1.30e-02    9.8e-08
  90300      1.61e-02    1.66e-02      2.42e-04    1.19e-04      1.52e-02    1.58e-02    9.8e-08
  90400      1.73e-02    1.58e-02      1.67e-04    1.22e-04      1.65e-02    1.51e-02    9.8e-08
  90500      1.45e-02    2.13e-02      1.34e-04    3.54e-05      1.38e-02    2.04e-02    9.8e-08
  90600      1.56e-02    2.00e-02      1.30e-04    3.08e-04      1.48e-02    1.90e-02    9.8e-08
  90700      1.62e-02    1.68e-02      2.16e-04    8.64e-05      1.53e-02    1.61e-02    9.8e-08
  90800      1.53e-02    1.44e-02      2.02e-04    7.87e-06      1.45e-02    1.37e-02    9.8e-08
  90900      1.71e-02    1.62e-02      1.39e-04    2.55e-04      1.63e-02    1.53e-02    9.8e-08
  91000      1.49e-02    1.81e-02      9.20e-05    4.38e-04      1.42e-02    1.70e-02    9.8e-08
  91100      1.65e-02    1.77e-02      1.67e-04    2.79e-04      1.57e-02    1.67e-02    9.8e-08
  91200      1.57e-02    2.13e-02      1.08e-04    3.29e-04      1.49e-02    2.01e-02    9.8e-08
  91300      1.60e-02    1.78e-02      2.34e-04    3.20e-04      1.52e-02    1.68e-02    9.8e-08
  91400      1.79e-02    1.64e-02      2.43e-04    2.05e-04      1.70e-02    1.56e-02    9.8e-08
  91500      1.80e-02    1.31e-02      4.57e-04    4.53e-05      1.67e-02    1.25e-02    9.8e-08
  91600      1.66e-02    1.65e-02      1.81e-04    1.07e-04      1.58e-02    1.57e-02    9.8e-08
  91700      1.75e-02    1.51e-02      2.04e-04    7.93e-05      1.66e-02    1.44e-02    9.8e-08
  91800      1.50e-02    2.15e-02      1.88e-04    5.96e-04      1.43e-02    2.00e-02    9.8e-08
  91900      1.55e-02    1.70e-02      2.16e-04    3.47e-05      1.47e-02    1.62e-02    9.8e-08
  92000      1.51e-02    1.56e-02      2.03e-04    1.07e-04      1.43e-02    1.48e-02    9.8e-08
  92100      1.82e-02    2.23e-02      2.99e-04    2.32e-04      1.71e-02    2.12e-02    9.8e-08
  92200      1.64e-02    1.93e-02      1.64e-04    1.90e-04      1.56e-02    1.83e-02    9.8e-08
  92300      1.59e-02    1.72e-02      6.28e-05    5.58e-05      1.52e-02    1.64e-02    9.8e-08
  92400      1.59e-02    2.17e-02      1.17e-04    6.44e-04      1.52e-02    2.01e-02    9.8e-08
  92500      1.68e-02    1.52e-02      2.22e-04    5.32e-05      1.59e-02    1.45e-02    9.8e-08
  92600      1.66e-02    1.54e-02      3.43e-04    1.67e-04      1.56e-02    1.46e-02    9.8e-08
  92700      1.64e-02    2.27e-02      1.04e-04    3.36e-04      1.56e-02    2.15e-02    9.8e-08
  92800      1.55e-02    3.58e-02      2.23e-04    6.38e-04      1.47e-02    3.38e-02    9.8e-08
  92900      1.60e-02    1.50e-02      3.89e-04    1.17e-04      1.50e-02    1.43e-02    9.8e-08
  93000      1.68e-02    1.26e-02      2.81e-04    8.13e-05      1.58e-02    1.20e-02    9.8e-08
  93100      1.60e-02    2.03e-02      9.66e-05    6.23e-05      1.52e-02    1.94e-02    9.8e-08
  93200      1.74e-02    1.57e-02      3.79e-04    2.59e-04      1.63e-02    1.49e-02    9.8e-08
  93300      1.76e-02    1.74e-02      2.52e-04    2.39e-04      1.67e-02    1.65e-02    9.8e-08
  93400      1.64e-02    1.61e-02      1.70e-04    2.33e-04      1.56e-02    1.52e-02    9.8e-08
  93500      1.65e-02    1.55e-02      1.48e-04    3.01e-04      1.57e-02    1.46e-02    9.8e-08
  93600      1.56e-02    1.52e-02      3.94e-04    2.45e-04      1.46e-02    1.44e-02    9.8e-08
  93700      1.83e-02    1.32e-02      5.19e-04    1.26e-05      1.70e-02    1.26e-02    9.8e-08
  93800      1.63e-02    1.83e-02      2.35e-04    3.26e-04      1.54e-02    1.73e-02    9.8e-08
  93900      1.60e-02    1.61e-02      2.25e-04    4.49e-04      1.52e-02    1.50e-02    9.8e-08
  94000      1.72e-02    1.44e-02      2.74e-04    2.37e-04      1.62e-02    1.36e-02    9.8e-08
  94100      1.62e-02    1.60e-02      1.11e-04    1.47e-05      1.54e-02    1.52e-02    9.8e-08
  94200      1.70e-02    2.31e-02      2.40e-04    7.77e-05      1.61e-02    2.20e-02    9.8e-08
  94300      1.65e-02    1.89e-02      2.13e-04    5.53e-05      1.56e-02    1.80e-02    9.8e-08
  94400      1.62e-02    1.19e-02      1.83e-04    1.58e-04      1.54e-02    1.13e-02    9.8e-08
  94500      1.70e-02    1.50e-02      2.22e-04    7.78e-05      1.62e-02    1.43e-02    9.8e-08
  94600      1.70e-02    1.91e-02      1.51e-04    6.35e-04      1.61e-02    1.75e-02    9.8e-08
  94700      1.61e-02    2.23e-02      3.25e-04    2.57e-04      1.52e-02    2.12e-02    9.8e-08
  94800      1.61e-02    1.74e-02      1.48e-04    4.18e-04      1.54e-02    1.63e-02    9.8e-08
  94900      1.73e-02    1.86e-02      2.67e-04    5.24e-04      1.63e-02    1.73e-02    9.8e-08
  95000      1.56e-02    1.61e-02      8.27e-05    1.28e-04      1.52e-02    1.56e-02    5.9e-08
  95100      1.60e-02    1.52e-02      1.98e-04    2.59e-05      1.55e-02    1.48e-02    5.9e-08
  95200      1.63e-02    1.90e-02      7.46e-05    3.03e-04      1.58e-02    1.83e-02    5.9e-08
  95300      1.69e-02    7.05e-03      6.18e-05    9.32e-05      1.65e-02    6.81e-03    5.9e-08
  95400      1.59e-02    1.70e-02      2.98e-04    2.49e-04      1.52e-02    1.64e-02    5.9e-08
  95500      1.69e-02    1.91e-02      4.73e-04    1.40e-04      1.59e-02    1.85e-02    5.9e-08
  95600      1.73e-02    1.43e-02      1.46e-04    1.54e-04      1.68e-02    1.39e-02    5.9e-08
  95700      1.64e-02    1.49e-02      1.38e-04    4.48e-05      1.58e-02    1.45e-02    5.9e-08
  95800      1.81e-02    1.82e-02      1.50e-04    4.78e-05      1.76e-02    1.77e-02    5.9e-08
  95900      1.60e-02    1.40e-02      2.14e-04    9.38e-05      1.55e-02    1.35e-02    5.9e-08
  96000      1.47e-02    1.34e-02      2.33e-04    3.00e-04      1.41e-02    1.28e-02    5.9e-08
  96100      1.67e-02    2.27e-02      1.89e-04    6.61e-04      1.61e-02    2.14e-02    5.9e-08
  96200      1.68e-02    1.45e-02      3.01e-04    2.35e-04      1.62e-02    1.40e-02    5.9e-08
  96300      1.56e-02    1.67e-02      1.74e-04    1.08e-04      1.50e-02    1.62e-02    5.9e-08
  96400      1.59e-02    1.64e-02      1.04e-04    9.42e-05      1.54e-02    1.59e-02    5.9e-08
  96500      1.74e-02    2.72e-02      2.88e-04    2.51e-04      1.67e-02    2.64e-02    5.9e-08
  96600      1.92e-02    1.59e-02      3.41e-04    2.71e-04      1.84e-02    1.53e-02    5.9e-08
  96700      1.57e-02    1.34e-02      2.61e-04    8.31e-05      1.51e-02    1.30e-02    5.9e-08
  96800      1.61e-02    1.55e-02      9.19e-05    5.48e-04      1.56e-02    1.45e-02    5.9e-08
  96900      1.58e-02    1.40e-02      1.46e-04    4.93e-04      1.53e-02    1.30e-02    5.9e-08
  97000      1.74e-02    1.57e-02      1.02e-04    2.83e-04      1.69e-02    1.51e-02    5.9e-08
  97100      1.68e-02    2.54e-02      2.49e-04    3.58e-04      1.62e-02    2.46e-02    5.9e-08
  97200      1.68e-02    1.19e-02      2.29e-04    1.64e-04      1.62e-02    1.15e-02    5.9e-08
  97300      1.68e-02    1.45e-02      2.40e-04    2.97e-04      1.62e-02    1.39e-02    5.9e-08
  97400      1.66e-02    1.20e-02      2.93e-04    1.04e-04      1.59e-02    1.16e-02    5.9e-08
  97500      1.56e-02    1.63e-02      7.63e-05    4.69e-04      1.52e-02    1.54e-02    5.9e-08
  97600      1.91e-02    1.34e-02      4.69e-04    3.82e-04      1.82e-02    1.26e-02    5.9e-08
  97700      1.48e-02    1.59e-02      1.51e-04    3.86e-04      1.43e-02    1.52e-02    5.9e-08
  97800      1.60e-02    1.46e-02      3.38e-04    3.29e-04      1.52e-02    1.39e-02    5.9e-08
  97900      1.70e-02    1.64e-02      1.93e-04    2.91e-05      1.64e-02    1.60e-02    5.9e-08
  98000      1.58e-02    1.86e-02      1.07e-04    6.66e-04      1.53e-02    1.74e-02    5.9e-08
  98100      1.79e-02    1.59e-02      5.38e-04    1.24e-04      1.69e-02    1.54e-02    5.9e-08
  98200      1.66e-02    1.52e-02      3.15e-04    2.88e-04      1.58e-02    1.46e-02    5.9e-08
  98300      1.62e-02    1.49e-02      3.44e-04    1.22e-04      1.55e-02    1.44e-02    5.9e-08
  98400      1.51e-02    1.17e-02      1.20e-04    1.58e-05      1.46e-02    1.14e-02    5.9e-08
  98500      1.58e-02    1.73e-02      2.96e-04    3.67e-04      1.52e-02    1.66e-02    5.9e-08
  98600      1.59e-02    2.20e-02      1.95e-04    1.81e-04      1.53e-02    2.14e-02    5.9e-08
  98700      1.58e-02    1.43e-02      5.79e-05    1.22e-04      1.54e-02    1.39e-02    5.9e-08
  98800      1.61e-02    3.08e-02      2.10e-04    6.97e-04      1.55e-02    2.95e-02    5.9e-08
  98900      1.63e-02    2.81e-03      2.05e-04    2.27e-04      1.57e-02    2.09e-03    5.9e-08
  99000      1.55e-02    1.64e-02      1.50e-04    7.13e-05      1.50e-02    1.59e-02    5.9e-08
  99100      1.69e-02    1.81e-02      8.64e-05    2.84e-04      1.64e-02    1.75e-02    5.9e-08
  99200      1.59e-02    1.41e-02      2.25e-04    5.77e-05      1.54e-02    1.36e-02    5.9e-08
  99300      1.61e-02    1.47e-02      2.34e-04    4.46e-04      1.55e-02    1.39e-02    5.9e-08
  99400      1.67e-02    1.57e-02      3.23e-04    1.46e-04      1.60e-02    1.52e-02    5.9e-08
  99500      1.55e-02    1.42e-02      1.26e-05    1.17e-04      1.51e-02    1.37e-02    5.9e-08
  99600      1.55e-02    1.64e-02      1.06e-04    1.22e-04      1.51e-02    1.59e-02    5.9e-08
  99700      1.63e-02    1.59e-02      4.33e-04    3.89e-04      1.54e-02    1.52e-02    5.9e-08
  99800      1.72e-02    1.53e-02      3.02e-04    1.11e-05      1.64e-02    1.49e-02    5.9e-08
  99900      1.57e-02    1.51e-02      3.03e-04    2.52e-04      1.51e-02    1.45e-02    5.9e-08
 100000      1.57e-02    1.65e-02      1.24e-04    1.38e-04      1.54e-02    1.62e-02    3.5e-08
